id;question
0;Quel est le rapport entre la disparition de Dieu et l'évolution de la puissance des Archanges et des Princes Démons ?
0;Pourquoi Yves a-t-il dissimulé les résultats des expériences scientifiques ?
0;Qui sont les autres personnes impliquées dans ces expériences scientifiques, et quels sont leurs motifs ?
0;Quelles sont les conséquences de cette évolution de la puissance sur le moral et l'ordre du Paradis ?
0;Avez-vous vous-même participé à ces expériences scientifices, ou en savez-vous quelque chose ?
0;Yves, Archange des Sources, a-t-il récemment mené des recherches sur l'évolution de la puissance des Archanges ?
0;Y a-t-il eu des changements notables dans les capacités des Archanges ces derniers temps ?
0;Pouvez-vous me dire si certains Archanges sont plus affectés que d'autres par ces changements ?
0;Connaissez-vous des cas où un Ange aurait utilisé sa puissance de manière inhabituelle depuis peu ?
0;Yves a-t-il collaboré avec d'autres Archanges ou Princes Démons sur ses recherches ?
0;Quels étaient les objectifs précis de ces expériences menées par Yves et Jean?
0;Le type de données collectées lors de ces expériences est-il accessible aux autres suspects ?
0;Est-ce qu'Yves a publié ses résultats, ou sont-ils restés confidentiels ?
0;Y a-t-il une corrélation entre le retour de Dieu et l'évolution de la puissance des Archanges et des Princes Démons ?
0;L'influence de Dieu sur la puissance de ses créations est-elle connue de tous les suspects ?
0;Est-ce que la disparition de Dieu a eu un impact direct sur la force des créatures célestes et infernales ?
0;Connaissez-vous une autre source d'énergie ou de pouvoir qui pourrait influencer l'évolution des créatures dans cet univers ?
0;Y aurait-il des documents, objets ou témoins pouvant fournir plus d'informations sur ces recherches d'Yves ?
0;Est-ce qu'un autre suspect a eu connaissance de ces expériences et pourrait en parler ?
0;Des bribes d'information pourraient-elles être trouvées dans les lieux fréquentés par Yves ?
0;La disparition de Dieu est-elle liée à la baisse de puissance des créatures ?
0;Pouvez-vous me dire si quelqu'un aurait pu prédire ou anticiper cette chute de pouvoir ?
0;Connaissez-vous des rituels ou des pratiques qui pourraient avoir un impact sur la puissance des créatures ?
0;Quelles sont les conséquences potentielles de cette baisse de puissance sur l'équilibre du Paradis et de l'Enfer ?
0;Y a-t-il des alliances ou des rivalités entre les suspects qui pourraient être liées à ces expériences ?
0;Existe-t-il une hiérarchie de puissance entre les Archanges et les Princes-Démons ?
0;La puissance des Archanges et Princes-Démons est-elle constante ou variable ?
0;Y a-t-il eu récemment des changements notables dans la puissance de certains individus divins ?
0;Yves est connu pour ses talents en quelle matière ?
0;Quelles sont les responsabilités habituelles d'Yves au sein du Paradis ?
0;Yves travaillait-il seul sur ses études ou avait-il des collaborateurs ?
0;Quel était l'objectif principal des recherches menées par Yves ?
0;Pourquoi les résultats des expériences ont-ils été dissimulés ?
0;Quel est le domaine d'expertise de Jean, Archange de la Foudre ?
0;Comment la puissance de Jean se compare-t-elle à celle des autres Archanges ?
0;Pourquoi Yves a-t-il choisi de collaborer avec Jean pour ces expériences spécifiques ?
0;Y avait-il des tensions ou des désaccords entre Yves et Jean pendant leurs recherches ?
0;Les résultats des expériences d'Yves étaient-ils attendus ou surprenants ?
0;Les données recueillies par Yves concernaient-elles uniquement la puissance, ou d'autres facteurs ?
0;Existe-t-il des archives ou des documents relatant les détails des expériences d'Yves ?
0;Qui a eu accès aux résultats des expériences avant leur divulgation ?
0;L'absence de Dieu a-t-elle eu un impact visible sur le fonctionnement du Paradis ?
0;Existe-t-il des témoignages d'autres créatures divines concernant cette absence ?
0;Pensez-vous que l'absence de Dieu puisse être liée à sa disparition ?
0;Quelles sont les conséquences possibles de la baisse continue de puissance des êtres divins ?
0;Pourriez-vous partager les conditions sous lesquelles ces études scientifiques ont été menées ? Veulent-elles respecter certaines règles divines ou des principes de l'éthique céleste?
0;Quelles précautions particulieres ont été prises pour mesurer la puissance des Archanges et des Princes Démons sans perturber le cosmos ou les équilibres existants?
0;Comment Yves et Jean ont-ils procédé pour collecter les données nécessaires à ces expériences ? Quels instruments ou méthodes ont été utilisés ?
0;Avez-vous des informations sur la fréquence ou le type de ces expériences scientifiques ? S'agissait-il de tests répétés ou d'observations uniques ?
0;Comment les résultats obtenus ont-ils été stockés et protégés ? Y a-t-il un risque que ces données aient été compromises avant leur récupération ?
0;Quelle était la composition exacte du groupe de Yves et Jean lors de ces expériences ? Avaient d'autres Archanges ou Princes Démons assisté à leurs efforts ?
0;Les résultats dissimulés que vous avez finalement obtenus, étaient-ils partiels ou couvraient-ils l'ensemble du temps mesuré ?
0;Y a-t-il des indices sur la manière dont les données ont été volées ou récupérées ? Qui pourrait être impliqué dans ce processus ?
0;Comment ces expériences ont-elles affecté le dynamique entre Yves et Jean ? A-t-ils maintenu une communication régulière pendant et après les tests ?
0;Existe-t-il des hypotheses ou des conclusions préliminaires que Yves ou Jean avaient formulées avant que les résultats ne soient dissimulés ?
0;Quels étaient les objectifs principaux de ces expériences selon Yves et Jean ? Recherche, surveillance ou autre chose ?
0;Comment la disparition de Dieu a-t-elle été détectée initialement ? Avait-on des systèmes de surveillance en place avant cet événement ?
0;Avez-vous des informations sur les méthodes utilisées pour mesurer la puissance des Archanges et des Princes Démons ? Sont-elles basées sur des principes divins ou scientifiques terrestres ?
0;Quel était le moment précis où vous avez découvert que les résultats avaient été dissimulés ? Et comment avez-vous réussi à les récupérer ?
0;Comment ces expériences ont-elles affecté la compréhension de Yves de sa propre puissance en tant qu'Archange des Sources ?
0;Avez-vous des détails sur le lieu où ces expériences ont été menées ? Était-ce dans le Paradis, sur Terre ou dans un autre endroit significatif ?
0;Comment la puissance des Archanges et des Princes Démons a-t-elle été définie pour les besoins de ces expériences ? Quels critères ont été utilisés ?
0;Y a-t-il des enregistrements ou des documents qui soutiennent les données que Yves et Jean ont collectées ?
0;Comment la communauté des Anges et des Démons a-t-elle réagi au fait que la puissance de ses membres diminue avec l'éloignement de Dieu ?
0;Enfin, quelles sont les implications potentielles si nos puissances continuent de diminuer en l'absence de Dieu ? Quelles mesures pourrions être envisagées pour stabiliser ou maintenir notre force ?
1;Voici  questions possibles que les joueurs pourraient poser au maître du jeu pour obtenir des indices sur le mystère de la disparition de Dieu et de l'apparition des archanges et des princes-démons :
1;Quelles sont les descriptions physiques des trois êtres mystérieux, James David Merreves les a-t-il décrits comme ayant une apparence angélique ou démoniaque ?
1;Quelle était la réaction initiale de James David Merreves lorsqu'il a rencontré ces êtres ? A-t-il été surpris, effrayé ou intrigué ?
1;Les êtres ont-ils fourni des indices sur leurs identités ou leurs motivations lors de leurs entretiens avec James David Merreves ?
1;Quelle était la réaction de James David Merreves lorsqu'on lui a demandé de créer un être de flammes surpuissant ? A-t-il semblé enthousiaste, hésitant ou désintéressé ?
1;Les êtres ont-ils donné des détails spécifiques sur la théorie que James David Merreves leur a présentée ?
1;Selon James David Merreves, les êtres étaient-ils d'accord sur le but de la création de l'Antéchrist ?
1;Qui parmi les deux archidémons voulait utiliser l'Antéchrist pour déclencher une guerre entre le Paradis et l'Enfer ?
1;Quel archange pensait que l'apparition de l'Antéchrist dégoûterait les humains de la religion ?
1;La théorie de James David Merreves a-t-elle satisfait les êtres mystérieux ? Ils ont-ils donné des indices sur leurs réactions ?
1;James David Merreves a-t-il décrit un quelconque comportement ou caractéristique distinctive des êtres lors de leurs apparitions ?
1;Les êtres ont-ils fourni des indices sur leurs motivations ou objectifs lors de leurs entretiens avec James David Merreves ?
1;Y a-t-il eu des moments où les êtres étaient d'accord sur le sort qui devrait être réservé à l'Antéchrist s'il était créé ?
1;James David Merreves a-t-il remarqué des changements dans son environnement ou avec ses autres expériences scientifiques lors de ces apparitions ?
1;Les êtres ont-ils donné des indices sur leur connaissance des lois divines et démoniaques, ou ont-ils suggéré qu'ils les avaient enfreintes ?
1;Y a-t-il eu des moments où James David Merreves a cru que les êtres pourraient être des hallucinations ou des illusions ?
1;Les êtres ont-ils donné des indices sur leur pouvoir ou leur influence, en particulier sur la capacité à contrôler l'esprit de James David Merreves ?
1;Y a-t-il eu des moments où James David Merreves a cru que les êtres étaient des créatures réelles et tangibles ?
1;Les êtres ont-ils donné des indices sur leur relation avec Lucifer, James David Merreves a-t-il mentionné le nom de Satan ou d'autres figures démoniaques ?
1;James David Merreves a-t-il remarqué des changements dans son propre comportement ou ses croyances après les rencontres avec les êtres ?
1;Y a-t-il eu des moments où James David Merreves a cru que Dieu était conscient de ses interactions avec les êtres et leurs plans ?
1;Quel était le nom du scientifique américain qui a affirmé avoir reçu des visites mystérieuses?
1;Comment décrivait-il les visiteurs: deux Archis-démons et un Archi-ange?
1;Qu'est-ce que ces visiteurs voulaient créer à partir d'un corps humain mort ?
1;Comment a-t-on appris cette histoire : grâce à la presse ?
1;A quoi pense le premier des trois êtres mystérieux de créer un faux Antéchrist?
1;Que pense le second des trois êtres mystérieux de ce que l'apparition d'un faux Antéchrist causerait ?
1;Que pense l'Archi-ange concernant l'apparition d'un faux Antéchrist?
1;Qu'a donc fait James David Merreves après avoir travaillé sur la théorie donnée aux apparitions ?
1;Combien de jours et de nuits a-t-il travaillé sans manger ni dormir pour obéir à ces apparitions?
1;Quel type d'établissement est l'hôpital psychiatrique où était interné James David Merreves ?
1;Que pense le chargé de mission concernant les intentions réelles des trois êtres mystérieux ?
1;A-t-on pu déterminer si ces trois êtres étaient en réalité des Arches ou des Princes ?
1;Combien de Prince-démons est-il possible que ce soit parmi les trois visiteurs ?
1;Comment réagit le chargé de mission face à l'idée que ces créatures auraient enfreint les lois divines et démoniaques ?
1;Que pense le chargé de mission concernant l'hypothèse que l'un d'entre eux aurait pu éliminer Dieu pour éviter un châtiment mérité ?
1;Comment réagit le chargé de mission face à la proposition de mener une enquête sur les identités des trois apparitions mystérieuses?
1;Quel est le nom de l'enquête que propose de lancer le chargé de mission suite aux événements décrits ?
1;Peut-on confirmer qu'il s'agit d'une nouvelle enquête ?
1;Combien de temps prévoit-on que cela prendra pour mener cette enquête ?
1;Comment pourrait-on utiliser ces informations pour approfondir l'enquête sur l'élimination de Dieu et révéler les coupables ?
1;Savez-vous si James David Merreves a des antécédents psychiatriques avant ces apparitions ?
1;Combien de temps a duré l'internement de James David Merreves ?
1;A-t-il été soumis à des tests psychologiques pendant son internement ?
1;Existait-il des témoins autres que sa femme pour attester de son comportement étrange ?
1;Les visites ont-elles eu lieu à un horaire régulier ou étaient-elles imprévisibles ?
1;Avez-vous des informations sur les conditions dans lesquelles Merreves a été interné ?
1;Savons-nous si Merreves a eu des interactions avec d'autres patients de l'hôpital psychiatrique pendant son internement ?
1;Y avait-il des caméras de surveillance à l'institut scientifique et magique de San Francisco au moment des apparitions ?
1;Existe-t-il des enregistrements audio ou vidéo des visites des êtres mystérieux chez Merreves ?
1;Avez-vous des informations sur les recherches que Merreves menait avant ces événements ?
1;Y a-t-il eu d'autres cas similaires de scientifiques ou de chercheurs ayant déclaré avoir été visités par des entités inconnues ?
1;Savez-vous si James David Merreves avait une religion ou des convictions spirituelles fortes avant ces événements ?
1;Existe-t-il des indices sur l'origine géographique ou l'identité des êtres mystérieux qui ont rendu visite à Merreves ?
1;Y a-t-il eu des témoignages de personnes ayant observé des phénomènes étranges dans les environs de l'institut scientifique et magique de San Francisco pendant la période des apparitions ?
1;Avez-vous des informations sur les relations professionnelles ou personnelles qu'entretenait James David Merreves avec d'autres scientifiques, collègues ou amis ?
1;Existe-t-il des indices sur le lieu où pourraient se trouver les êtres mystérieux qui ont rendu visite à Merreves ?
1;Avez-vous des informations sur la vie quotidienne de James David Merreves avant son internement ? Avait-il une routine régulière ?
1;Savons-nous si Merreves a eu accès à des substances illicites ou hallucinogènes avant ou pendant ces événements ?
1;Existait-il des rumeurs ou des histoires similaires circulant dans la communauté scientifique ou magique de San Francisco avant les apparitions chez Merreves ?
1;Avez-vous des informations sur l'état de santé mentale de James David Merreves après sa libération de l'hôpital psychiatrique ?
1;Quelle était la réaction de James David Merreves après ses entretiens avec les trois êtres ?
1;Comment les trois êtres se sont-ils présentés à James David Merreves ?
1;Quelle était la motivation du premier Archi-démon ?
1;Quelle était la motivation du second Archi-démon ?
1;Quelle était la motivation de l’Archi-ange ?
1;Comment James David Merreves a-t-il réagi à la théorie des trois êtres ?
1;Comment s'est-il senti après ses entretiens avec les trois êtres ?
1;Quelle était la réaction de la femme de James David Merreves à ses entretiens avec les trois êtres ?
1;Comment le comportement de James David Merreves a-t-il évolué après ses entretiens avec les trois êtres ?
1;Quelle était la loi divine ou démoniaque en rapport avec la création d'un faux Antéchrist ?
1;Comment les motivations des trois êtres se sont-elles différenciées ?
1;Quelle était la relation des trois êtres entre eux ?
1;Comment les trois êtres ont-ils obtenu la satisfaction de James David Merreves ?
1;Comment le comportement de James David Merreves a-t-il influencé sa santé mentale ?
1;Quelle était la possibilité d'un des trois êtres de tuer Dieu ?
1;Quelle était la motivation de l’Archi-ange à faire renaître la foi religieuse ?
1;Comment les motivations des trois êtres se rapportent-elles à la nature de l'Antéchrist ?
1;Quelle était la réaction de James David Merreves à la théorie des trois êtres sur l'Antéchrist ?
1;Comment les motivations des trois êtres peuvent-elles expliquer la paranoïa de James David Merreves ?
1;Quelle était la connexion entre les trois êtres et les lois divines ou démoniaques ?
1;Quels sont les noms et les attributs des quatre archanges et des cinq princes-démons suspects dans la mort de Dieu ?
1;Quelles sont les motivations et les objectifs des trois apparitions qui ont rendu visite à James David Merreves ?
1;Quelle est la théorie que James David Merreves a donnée aux apparitions sur comment créer un être de flammes surpuissant ?
1;Quels sont les signes et les conséquences de la mort de Dieu ?
1;Quelles sont les relations entre les deux groupes d'apparitions, les archanges et les princes-démons ?
1;Quelle est la réputation scientifique de James David Merreves ? Est-il reconnu dans son domaine ?
1;Pouvez-vous nous dire plus sur ses travaux avant ces apparitions étranges ?
1;Sa femme a-t-elle des témoignages à l'appui de son affirmation qu'il délire paranoïaque ?
1;Merreves décrit les apparitions comme deux Archis-démons et un Archi-angeA-t-il pu confirmer leur identité ?
1;Y a-t-il des preuves physiques dans sa chambre ou son laboratoire qui pourraient corroborer ses récits d'apparitions ?
1;Combien de fois Merreves a-t-il été contacté par ces êtres mystérieux ?
1;Pouvez-vous nous décrire plus en détail l'apparence des trois visiteurs selon Merreves ?
1;Merreves affirme que les apparitions étaient en désaccord sur l'utilité de l'AntéchristPouvez-vous nous dire quel était ce désaccord ?
1;Avait-il des contacts avec ces êtres avant la question de l'Antéchrist ?
1;Merreves a-t-il fourni aux apparitions une formule ou un plan précis pour créer cet Antéchrist ?
1;Où et comment l'Antéchrist devait-il être créé selon la théorie de Merreves ?
1;Quelle était la source d'énergie angélique et démoniaque envisagée par les apparitions ?
1;Y a-t-il des éléments qui suggèrent que l'un des trois visiteurs aurait pu trahir les autres ?
1;Les apparitions semblaient-elles préoccupées par le fait de ne pas être découvertes ?
1;Sont-ils toujours actifs dans leur plan après la révélation de Merreves à la presse ?
1;L'histoire de Merreves a-t-elle eu un impact sur la communauté scientifique ou religieuse ?
1;Y a-t-il eu d'autres cas similaires de contact avec des êtres surnaturels ?
1;Y a-t-il une autre source d'information concernant ces apparitions, en dehors de Merreves ?
1;Existe-t-il un lien entre cette affaire et le meurtre de Dieu ?
1;Avez-vous des recommandations spécifiques sur la direction à prendre pour l'enquête ?
1;Y a-t-il des témoignages d'autres personnes ayant rencontré ces trois êtres ?
1;Quel est le niveau de sécurité de l'institut scientifique où ont eu lieu ces rencontres? Pourrait-on accéder aux caméras de surveillance ou aux logs d'accès ?
1;Le professeur Merreves a-t-il laissé des notes, des dessins, ou autres traces écrites concernant ses interactions avec les trois êtres ?
1;Avez-vous accès à l'historique médical du professeur Merreves avant son internement ? Y a-t-il eu des signes de troubles psychiatriques antérieurs ?
1;Le professeur Merreves a-t-il mentionné des détails précis sur l'apparence physique des trois êtres ?
1;Quel était le ton des conversations entre le professeur et les trois êtres ? Étaient-ils menaçants, persuasifs, ou simplement curieux ?
1;Les trois êtres ont-ils laissé entendre pourquoi ils voulaient créer un "Antéchrist" ?"
1;De quelles technologies spécifiques le professeur Merreves a-t-il parlé dans sa théorie pour fusionner l'énergie angélique et démoniaque ?
1;Le professeur Merreves était-il connu pour ses recherches sur les énergies surnaturelles avant cette rencontre ?
1;Quelles étaient les conséquences que les trois êtres espéraient obtenir avec la création de cet "Antéchrist" ?"
1;Les trois êtres ont-ils révélé leur identité au professeur Merreves, même sous un nom de code ou une appellation symbolique ?
1;Le professeur Merreves a-t-il mentionné des particularités physiques, des objets portés, ou des signes distinctifs qui pourraient aider à identifier les trois êtres ?
1;L'institut scientifique où travaille le professeur Merreves est-il connu pour ses recherches dans le domaine de l'occultisme ou de la parapsychologie ?
1;Y a-t-il eu d'autres événements étranges ou inexpliqués dans cet institut avant l'arrivée du professeur Merreves ?
1;Les trois êtres ont-ils exprimé des opinions contradictoires sur la façon dont Dieu réagirait à leur projet ?
1;Si un des trois êtres avait choisi de "tuer Dieu", quelles seraient les conséquences probables selon eux ?"
1;Y a-t-il eu d'autres indices concernant la mort de Dieu avant cette rencontre avec le professeur Merreves ?
1;Quelles sont les pistes les plus prometteuses pour identifier les trois êtres qui ont rencontré le professeur Merreves ?
1;Y a-t-il des organisations ou des individus qui pourraient nous aider dans notre recherche ?
1;Existe-t-il des dangers potentiels liés à cette enquête, compte tenu de la nature surnaturelle des événements impliqués?
1;Puis-tu nous décrire la tenue ou les caractéristiques distinctives que James David Merreves a décrites à ces trois êtres mystérieux lors de leurs visites ?
1;Aucun des trois visiteurs n'affichait de marque distinctive ou d'attribut spécifique qui te rappelle des lignes célestes ou infra-démoniaques ?
1;En tonne, James David Merreves semblait craindre ces visiteurs ? Ou plutôt les traitait avec respect et dévouement ?
1;Puis-tu nous fournir des détails sur la théorie scientifique que James David Merreves a développée en réponse aux demandes de ces êtres mystérieux ?
1;Les interactions entre James David Merreves et les trois visiteurs étaient-elles codées ou chiffrées d'une certaine manière ?
1;Y a-t-il eu des témoignages d'autres personnes ayant rencontré ces êtres ou ayant entendu parler de leurs visites ?
1;Quelles étaient les conditions sous lesquelles James David Merreves a été interné ? A-t-il mentionné quoi que ce qui pourrait indiquer une forme de contrôle ou de manipulation mentale ?
1;Puis-tu nous expliquer le contexte dans lequel James David Merreves a commencé à travailler sur la création d'un être de flammes, selon toi, était-il un projet existant ou une nouvelle initiative ?
1;Les trois visiteurs disaient-ils fréquemment référence à des textes anciens ou des prophètes spécifiques lors de leurs discussions avec Merreves ?
1;Aucun des trois individus n'a tenté de se racher à l'autre deux après la révélation de leur plan ?
1;Y a-t-il des indices que pourraient indiquer le vrai motif derrière les visites de ces êtres mystérieux, en dehors de la création d'un Antéchrist ?
1;Quelle est la fréquence approximative à laquelle ces apparitions ont eu lieu selon les notes de James David Merreves ?
1;Les trois visiteurs semblaient être d'accord sur le plan ou était-il des divisions claires entre eux concernant l'utilisation de l'Antéchrist ?
1;Aucun des trois individus n'a tenté de contacter Merreves après son internement ?
1;Y a-t-il des documents ou des notes personnelles de James David Merreves qui pourraient éclairer son état d'esprit au moment de ces visites ?
1;Les motivations de ces trois êtres mystérieux semblaient être influencées par des événements récents ou historiques spécifiques ?
1;Puis-tu nous fournir des détails sur la manière dont James David Merreves a été convaincu de travailler sur ce projet ?
1;Existent-il d'autres chercheurs ou scientifiques qui ont eu des expériences similaires ou des interactions avec des êtres semblables ?
1;Comment la communauté scientifique a-t-elle réagi à l'annonce des expériences de Merreves ?
1;Y a-t-il des indices qui pourraient indiquer si un des trois visiteurs avait accès à des informations ou des technologies avancées, en dehors du contexte normal ?
2;Quelles sont les motivations de chaque archange et prince-démon suspecté dans la mort de Dieu ?
2;Y a-t-il eu des tensions ou des conflits récents entre les archanges ou les princes-démons ?
2;Maria a-t-elle déjà été témoin d'incidents similaires à ceux qu'elle décrit ?
2;Quelles sont les réactions des autres enfants de Maria aux informations qu'elle a partagées ? Les prendront-ils au sérieux ?
2;L'Archange Janus est-il connu pour être un visiteur discret dans la bibliothèque de l'Archange Yves ?
2;Quelle est la nature exacte des discussions politiques entre Jésus et l'Archange Yves ? Ont-ils déjà exprimé des opinions aussi extrêmes que celles décrites par Maria ?
2;Blandin est-il souvent vu en train de manipuler des fioles dans le laboratoire de Dieu ? Qu'est-ce qu'il y a de si spécial à ce sujet ?
2;Y a-t-il eu des incidents récents où un Prince Démon aurait pu pénétrer au Paradis, malgré les mesures de sécurité ?
2;Comment l'Archange Janus est-il entré dans la bibliothèque sans être vu ? Y avait-il une entrée discrète que seuls certains archanges connaissaient ?
2;Quelles sont les relations entre les archanges et les princes-démons impliqués ? Y a-t-il des alliances ou des rivalités historiques qui pourraient influencer leurs actions ?
2;Maria a-t-elle déjà été témoin d'autres comportements inhabituels ou suspects de la part des archanges ou des princes-démons ?
